statement,0,1,0,0,0,0,0,1,0,0
secluded,1,0,0,0,1,0,0,0,0,0
benign,0,1,0,1,0,0,0,0,0,0
inspector,0,1,0,0,0,0,0,0,0,0
cyclist,0,0,0,0,0,0,0,0,0,0
foxy,0,0,0,0,0,0,0,0,0,0
beaker,0,0,0,0,0,0,0,0,0,0
viola,0,0,0,0,0,0,0,0,0,0
aristocrat,0,0,0,0,0,0,0,0,0,0
ambit,0,0,0,0,0,0,0,0,0,0
elapsed,0,0,0,0,0,0,0,0,0,0
ana,0,0,0,0,0,0,0,0,0,0
nouveau,0,0,0,0,0,0,0,0,0,0
warp,1,0,0,0,1,1,0,0,0,0
frailty,1,0,0,0,1,0,0,0,0,0
fade,0,0,0,0,1,0,0,0,0,0
tentative,0,0,0,0,0,0,0,0,0,0
preside,0,0,0,0,0,0,0,0,0,0
absurdity,0,0,0,0,1,0,0,0,0,0
fortitude,0,1,0,1,0,0,0,1,0,0
upstart,0,0,0,0,0,0,0,0,0,0
generalization,0,0,0,0,0,0,0,0,0,0
remiss,1,0,0,0,1,1,1,0,0,0
reputable,0,1,0,0,0,0,0,1,0,0
rigorous,0,0,0,0,1,0,0,0,0,0
monogram,0,0,0,0,0,0,0,0,0,0
ass,0,0,0,0,1,0,0,0,0,0
requisite,0,0,0,0,0,0,0,0,0,0
chaos,1,0,1,0,1,1,0,0,0,0
contradict,0,0,0,0,1,1,0,0,0,0
glittering,0,1,0,0,0,0,0,0,0,0
observance,0,0,0,0,0,0,0,0,0,0
satirical,0,0,0,0,0,0,0,0,0,0
strife,0,0,0,0,1,1,0,0,0,0
honey,0,1,0,0,0,0,0,0,0,0
gun,0,0,1,0,1,1,0,0,0,0
predicate,0,0,0,0,0,0,0,0,0,0
adolescence,0,0,0,0,0,0,0,0,0,0
special,0,1,0,1,0,0,0,0,0,0
curative,0,0,0,0,0,0,0,0,0,0
premium,0,0,0,0,0,0,0,0,0,0
communion,0,1,0,1,0,0,0,1,0,0
murmur,0,0,0,0,0,0,0,0,0,0
avoid,0,0,1,0,1,0,0,0,0,0
indulge,0,0,0,0,0,0,0,0,0,0
graceful,0,1,0,0,0,0,0,0,0,0
gingerbread,0,0,0,0,0,0,0,0,0,0
bareback,0,0,0,0,0,0,0,0,0,0
spectroscopy,0,0,0,0,0,0,0,0,0,0
erudite,0,1,0,0,0,0,0,0,0,0
elaboration,0,1,0,0,0,0,0,0,0,0
fractional,0,0,0,0,0,0,0,0,0,0
baby,0,1,0,1,0,0,0,0,0,0
dissemination,0,0,0,0,0,0,0,0,0,0
poisoning,0,0,0,0,1,0,1,0,0,0
figurative,0,0,0,0,0,0,0,0,0,0
prey,0,0,1,0,1,0,0,0,0,0
indictment,0,0,1,0,1,0,0,0,0,0
quarrel,0,0,0,0,1,1,0,0,0,0
bind,0,0,0,0,0,0,0,0,0,0
wardrobe,0,0,0,0,0,0,0,0,0,0
maternal,0,1,0,0,1,0,0,0,0,1
overthrow,0,0,1,0,1,0,0,0,0,1
prerequisite,0,0,0,0,0,0,0,0,0,1
runway,0,0,0,0,0,0,0,0,0,0
vertex,0,0,0,0,0,0,0,0,0,0
agua,0,0,0,0,0,0,0,0,0,0
configuration,0,0,0,0,0,0,0,0,0,0
aptitude,0,1,0,0,0,0,0,0,0,0
sanctioned,0,0,0,0,0,0,0,0,0,0
twentieth,0,0,0,0,0,0,0,0,0,0
gust,0,0,0,0,0,0,0,0,0,0
alphabetical,0,0,0,0,0,0,0,0,0,0
harshness,0,0,1,0,1,1,0,0,0,0
farewell,0,0,0,0,0,0,0,0,0,0
zodiac,0,0,0,0,0,0,0,0,0,0
tyrant,1,0,1,0,1,1,1,0,0,0
prejudice,0,0,0,0,1,1,0,0,0,0
yawning,0,0,0,0,1,0,0,0,0,0
familiar,0,1,0,0,0,0,0,1,0,0
secular,0,0,0,0,0,0,0,0,0,1
supporters,0,0,0,0,0,0,0,0,0,0
lullaby,0,0,0,0,0,0,0,0,0,0
amply,0,0,0,0,0,0,0,0,0,0
colony,0,0,0,0,0,0,0,0,0,0
venous,0,0,0,0,0,0,0,0,0,0
financier,0,0,0,0,0,0,0,0,0,0
depicting,0,0,0,0,0,0,0,0,0,0
ephemeral,0,0,0,0,0,0,0,0,0,0
dilution,0,0,0,0,0,0,0,0,0,0
leash,0,0,0,0,0,0,0,0,0,0
proposition,0,1,0,0,0,0,0,0,0,0
requisition,0,0,0,0,0,0,0,0,0,0
essential,0,1,0,0,0,0,0,0,0,0
sunk,1,0,1,0,1,0,1,0,0,0
gregarious,0,1,0,0,0,0,0,0,0,0
laundry,0,0,0,0,0,0,0,0,0,0
acting,0,0,0,0,0,0,0,0,0,0
abate,0,0,0,0,0,0,0,0,0,0
gram,0,0,0,0,0,0,0,0,0,0
necessarily,0,0,0,0,0,0,0,0,0,0
population,0,1,0,0,0,0,0,0,0,0
digest,0,0,0,0,0,0,0,0,0,0
prophylaxis,0,0,0,0,0,0,0,0,0,0
prolong,0,0,0,0,1,0,1,0,0,0
curtail,0,0,0,0,0,0,0,0,0,0
resemble,0,0,0,0,0,0,0,0,0,0
quartile,0,0,0,0,0,0,0,0,0,0
professorship,0,0,0,0,0,0,0,1,0,0
drapery,0,0,0,0,0,0,0,0,0,0
loosening,0,0,0,0,0,0,0,0,0,0
homestead,0,0,0,0,0,0,0,0,0,0
outing,0,0,0,0,0,0,0,0,0,0
developing,0,0,0,0,0,0,0,0,0,0
modality,0,0,0,0,0,0,0,0,0,0
candle,0,0,0,0,0,0,0,0,0,0
roam,0,0,0,0,0,0,0,0,0,0
precinct,0,0,0,0,1,0,0,0,0,0
greatly,0,0,0,0,0,0,0,0,0,0
concise,0,0,0,0,0,0,0,0,0,0
invade,1,0,1,0,1,1,0,0,1,0
martyr,1,0,1,0,1,0,0,0,0,0
compliance,0,1,0,0,0,0,0,1,0,0
hell,1,0,1,0,1,1,1,0,0,0
porter,0,0,0,0,0,0,0,0,0,0
exacerbation,0,0,1,0,1,1,0,0,0,0
lean,0,0,0,0,0,0,0,0,0,0
whispered,0,0,0,0,0,0,0,0,0,0
remedy,0,1,0,1,0,0,0,1,0,1
unbelievable,0,0,0,0,1,0,0,0,0,0
outnumber,0,0,0,0,0,0,0,0,0,0
eyewitness,0,0,0,0,0,0,0,1,0,0
firstborn,0,1,0,1,0,0,0,1,0,1
discovery,0,1,0,0,0,0,0,0,0,0
miscellaneous,0,0,0,0,0,0,0,0,0,0
impartiality,0,1,0,0,0,0,0,1,0,0
expenses,0,0,0,0,1,0,0,0,0,0
drape,0,0,0,0,0,0,0,0,0,0
docked,0,0,0,0,1,0,0,0,0,0
endpapers,0,0,0,0,0,0,0,0,0,0
medicinal,0,0,0,0,0,0,0,0,0,0
subsist,0,0,0,0,1,0,0,0,0,0
hustler,0,0,0,0,1,0,0,0,0,0
unchangeable,0,0,0,0,1,0,0,0,0,0
amphitheater,0,0,0,0,0,0,0,0,0,0
embroidered,0,0,0,0,0,0,0,0,0,0
plausibility,0,0,0,0,0,0,0,0,0,0
accusation,0,0,0,0,1,1,1,0,0,0
imprisoned,1,0,1,0,1,1,1,0,0,0
refractory,0,0,0,0,1,0,0,0,0,0
thoughtless,0,0,0,0,1,1,1,0,0,0
necessitate,0,0,0,0,0,0,0,0,0,0
coyote,0,0,1,0,0,0,0,0,0,0
sandy,0,0,0,0,0,0,0,0,0,0
malaria,1,0,1,0,1,0,1,0,0,0
prosperity,0,1,0,0,0,0,0,0,0,0
unjustified,0,0,0,0,1,0,0,0,0,0
rickety,0,0,0,0,1,0,0,0,0,0
thorn,0,0,0,0,1,0,0,0,0,0
effort,0,1,0,0,0,0,0,0,0,0
snob,0,0,0,0,1,0,0,0,0,0
disingenuous,0,0,0,0,1,0,1,0,0,0
embargo,0,0,0,0,1,0,0,0,0,0
falsification,0,0,0,0,1,1,0,0,0,0
concord,0,1,0,0,0,0,0,1,0,0
newly,0,0,0,0,0,0,0,0,0,0
roomy,0,0,0,0,0,0,0,0,0,0
coincide,0,0,0,0,0,0,0,0,0,0
microscope,0,0,0,0,0,0,0,1,0,0
articles,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,0,0,0,0,0,0,0
valiant,0,1,0,0,0,0,0,0,0,0
conical,0,0,0,0,0,0,0,0,0,0
wilderness,1,0,1,0,0,0,0,0,0,1
esthetic,0,1,0,0,0,0,0,0,0,0
declination,0,0,0,0,1,0,0,0,0,0
uncompromising,0,0,0,0,0,0,0,0,0,0
beagle,0,0,0,0,0,0,0,0,0,0
approbation,0,1,0,0,0,0,0,1,0,0
preliminary,0,0,0,0,0,0,0,0,0,1
college,0,0,0,0,0,0,0,0,0,0
wimp,0,0,1,0,1,0,1,0,0,0
breakup,1,0,0,0,1,0,0,0,0,0
chiefly,0,0,0,0,0,0,0,0,0,0
triplicate,0,0,0,0,0,0,0,0,0,0
distressing,0,0,1,0,1,1,0,0,0,0
probationary,0,0,0,0,0,0,0,0,0,0
reactionary,0,0,0,0,1,0,0,0,0,0
disguised,0,0,0,0,0,0,0,0,0,0
intrepid,0,1,0,0,0,0,0,0,0,0
hectic,0,0,0,0,0,0,0,0,0,0
prepare,0,1,0,0,0,0,0,0,0,1
experience,0,0,0,0,0,0,0,0,0,0
diminished,0,0,0,0,1,0,0,0,0,0
inspect,0,0,0,0,0,0,0,0,0,0
grimy,0,0,0,0,1,0,1,0,0,0
patella,0,0,0,0,0,0,0,0,0,0
ritualistic,0,0,0,0,0,0,0,0,0,0
stipulation,0,0,0,0,0,0,0,0,0,0
larger,0,0,0,0,0,0,1,1,1,0
motto,0,0,0,0,0,0,0,0,0,0
eloquent,0,1,0,0,0,0,0,0,0,0
swallow,0,0,0,0,0,0,0,0,0,0
boiler,0,0,0,0,0,0,0,0,0,0
crucifix,0,0,0,0,0,0,0,0,0,0
paraphernalia,0,0,0,0,0,0,0,0,0,0
nichts,0,0,0,0,0,0,0,0,0,0
expansion,0,0,0,0,0,0,0,0,0,0
chargeable,1,0,1,0,1,0,0,0,0,0
inborn,0,0,0,0,0,0,0,0,0,0
peaceable,0,1,0,0,0,0,0,0,0,0
speculative,0,0,0,0,0,0,0,0,0,1
expediency,0,0,0,0,0,0,0,0,0,0
pus,0,0,0,0,1,0,1,0,0,0
litigant,0,0,0,0,1,0,0,0,0,0
devolve,0,0,0,0,0,0,0,0,0,0
baseboard,0,0,0,0,0,0,0,0,0,0
unleash,0,0,0,0,0,0,0,0,0,0
divisible,0,0,0,0,0,0,0,0,0,0
audit,0,0,0,0,0,0,0,0,0,0
incase,1,0,1,0,1,1,1,0,0,0
startle,0,0,1,0,1,0,0,0,1,0
visionary,0,1,0,1,0,0,0,1,0,1
rubbing,0,0,0,0,0,0,0,0,0,0
inhabiting,0,0,0,0,0,0,0,0,0,0
liberty,0,1,0,1,0,0,0,1,1,1
casualty,1,0,1,0,1,1,0,0,0,0
salamander,0,0,0,0,0,0,0,0,0,0
lie,1,0,0,0,1,1,1,0,0,0
horde,0,0,0,0,1,0,0,0,1,0
earthly,0,0,0,0,0,0,0,0,0,0
hostel,0,0,0,0,0,0,0,0,0,0
touching,0,0,0,0,0,0,0,0,0,0
unfulfilled,1,0,0,0,1,1,0,0,1,1
empire,0,0,0,0,0,0,0,0,0,0
increment,0,0,0,0,0,0,0,0,0,0
eventual,0,0,0,0,0,0,0,0,0,1
dislodge,0,0,0,0,0,0,0,0,0,0
emption,0,0,0,0,0,0,0,0,0,0
libelous,0,0,0,0,0,0,0,0,0,0
consecutive,0,0,0,0,0,0,0,0,0,0
suspicious,0,0,0,0,1,1,0,0,0,1
subcutaneous,0,0,0,0,0,0,0,0,0,0
unconstrained,0,1,0,1,0,0,0,0,0,0
certify,0,0,0,0,0,0,0,1,0,0
spare,0,0,0,0,0,0,0,0,0,0
zap,0,0,0,0,0,0,0,0,0,0
calico,0,0,0,0,0,0,0,0,0,0
embarrass,1,0,0,0,1,0,0,0,0,0
primates,0,0,0,0,0,0,0,0,0,0
mover,0,1,0,0,0,0,0,0,0,0
downright,0,0,0,0,0,0,0,1,0,0
ingenious,0,1,0,0,0,0,0,0,0,0
jarring,1,0,1,0,1,0,0,0,0,0
lobby,0,0,0,0,0,0,0,0,0,0
optical,0,0,0,0,0,0,0,0,0,0
worried,1,0,0,0,1,0,0,0,0,0
virginity,0,1,0,0,0,0,0,0,0,1
region,0,0,0,0,0,0,0,0,0,0
purchase,0,0,0,0,0,0,0,0,0,0
country,0,0,0,0,0,0,0,0,0,0
demeanor,0,0,0,0,0,0,0,0,0,0
complaint,0,0,0,0,1,1,0,0,0,0
chaise,0,0,0,0,0,0,0,0,0,0
resonant,0,0,0,0,0,0,0,0,0,0
invariably,0,1,0,0,0,0,0,0,0,0
reform,0,1,0,0,0,0,0,0,0,0
good,0,1,0,1,0,0,0,1,1,1
billion,0,0,0,0,0,0,0,0,0,0
pipe,0,0,0,0,0,0,0,0,0,0
fleshy,0,0,0,0,1,0,0,0,0,0
tremor,1,0,1,0,1,1,0,0,0,1
edging,0,0,0,0,0,0,0,0,0,0
brake,0,0,0,0,0,0,0,0,0,0
employ,0,0,0,0,0,0,0,1,0,0
gopher,0,0,0,0,0,0,0,0,0,0
antagonistic,0,0,0,0,1,1,1,0,0,0
oblivious,0,0,0,0,0,0,0,0,0,0
king,0,1,0,0,0,0,0,0,0,0
performer,0,1,0,0,0,0,0,0,0,0
suffer,0,0,0,0,1,0,0,0,0,0
wound,1,0,1,0,1,1,0,0,0,0
maroon,0,0,0,0,1,0,0,0,0,0
environment,0,0,0,0,0,0,0,0,0,0
passe,0,0,0,0,1,0,0,0,0,0
billet,0,0,0,0,0,0,0,0,0,0
lust,0,0,0,0,1,0,0,0,0,1
grudgingly,0,0,0,0,1,0,0,0,0,0
exposure,0,0,0,0,0,0,0,0,0,0
cone,0,0,0,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,0
tit,0,0,0,0,1,0,0,0,0,0
obscenity,0,0,0,0,1,1,1,0,0,0
forced,0,0,1,0,1,0,0,0,0,0
simmer,0,0,0,0,0,1,0,0,0,1
murderous,1,0,1,0,1,1,1,0,1,0
starry,0,1,0,1,0,0,0,0,0,1
assertion,0,0,0,0,0,0,0,0,0,0
fen,0,0,0,0,0,0,0,0,0,0
lost,1,0,0,0,1,0,0,0,0,0
elapse,0,0,0,0,0,0,0,0,0,0
acumen,0,1,0,0,0,0,0,0,0,0
material,0,0,0,0,0,0,0,0,0,0
jointly,0,0,0,0,0,0,0,0,0,0
daughter,0,1,0,1,0,0,0,0,0,0
dew,0,0,0,0,0,0,0,0,0,0
representation,0,0,0,0,0,0,0,0,0,0
lax,1,0,0,0,1,0,0,0,0,0
shingle,0,0,0,0,0,0,0,0,0,0
coup,0,0,0,0,0,1,0,0,1,0
critter,0,0,0,0,0,0,1,0,0,0
maturation,0,0,0,0,0,0,0,0,0,0
pig,0,0,0,0,1,0,1,0,0,0
devote,0,0,0,0,0,0,0,0,0,0
torso,0,0,0,0,0,0,0,0,0,0
game,0,0,0,0,0,0,0,0,0,0
disembodied,1,0,1,0,1,0,0,0,0,0
dell,0,0,0,0,0,0,0,0,0,0
objection,0,0,0,0,1,1,0,0,0,0
veer,0,0,1,0,0,0,0,0,1,0
enlightenment,0,1,0,1,0,0,0,1,0,0
awaken,0,0,0,0,0,0,0,0,0,0
foreman,0,1,0,0,0,0,0,0,0,0
genetic,0,0,0,0,0,0,0,0,0,0
aggravating,1,0,0,0,1,1,0,0,0,0
symmetric,0,0,0,0,0,0,0,0,0,0
libel,0,0,1,0,1,1,0,1,0,0
version,0,0,0,0,0,0,0,0,0,0
exhilaration,0,1,0,1,0,0,0,0,1,0
sack,0,0,0,0,0,0,0,0,0,0
ventilation,0,0,0,0,0,0,0,0,0,0
unconstitutional,0,0,0,0,1,0,0,0,0,0
contagious,0,0,1,0,1,0,1,0,0,0
cohesive,0,1,0,0,0,0,0,1,0,0
acres,0,0,0,0,0,0,0,0,0,0
causal,0,0,0,0,0,0,0,0,0,0
nebulae,0,0,0,0,0,0,0,0,0,0
untrue,0,0,0,0,1,0,0,0,0,0
devotee,0,0,0,0,0,0,0,0,0,0
cloak,0,0,0,0,0,0,0,0,0,0
ambassador,0,1,0,0,0,0,0,1,0,0
apathy,1,0,0,0,1,0,0,0,0,0
executor,0,0,0,0,0,0,0,1,0,0
infuse,0,0,0,0,0,0,0,0,0,0
stoop,0,0,0,0,0,0,0,0,0,0
chop,0,0,0,0,1,0,0,0,0,0
conceal,1,0,0,0,1,0,0,0,0,0
suffering,1,0,1,0,1,0,1,0,0,0
considerable,0,1,0,0,0,0,0,0,0,0
engaging,0,1,0,1,0,0,0,1,0,0
fluted,0,0,0,0,0,0,0,0,0,0
horizontally,0,0,0,0,0,0,0,0,0,0
ape,0,0,0,0,0,0,0,0,0,0
barter,0,0,0,0,0,0,0,1,0,0
journal,0,0,0,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,0
water,0,0,0,0,0,0,0,0,0,0
hag,0,0,1,0,1,0,1,0,0,0
horticulture,0,0,0,0,0,0,0,0,0,0
masculinity,0,0,0,0,0,0,0,0,0,0
stomach,0,0,0,0,0,0,1,0,0,0
outlaw,0,0,0,0,1,0,0,0,0,0
verbal,0,0,0,0,0,0,0,0,0,0
ternary,0,0,0,0,0,0,0,0,0,0
amethyst,0,0,0,0,0,0,0,0,0,0
cancel,1,0,0,0,1,0,0,0,0,0
disintegration,0,0,0,0,1,0,0,0,0,0
dissension,0,0,0,0,1,1,0,0,0,0
decrease,0,0,0,0,1,0,0,0,0,0
enliven,0,1,0,1,0,0,0,1,1,0
taming,0,0,0,0,0,0,0,0,0,0
bear,0,0,1,0,0,1,0,0,0,0
singularity,0,0,0,0,0,0,0,0,0,0
accueil,0,1,0,0,0,0,0,0,0,0
abba,0,1,0,0,0,0,0,0,0,0
goblet,0,0,0,0,0,0,0,0,0,0
prim,0,0,0,0,0,0,0,0,0,0
brick,0,0,0,0,0,0,0,0,0,0
din,0,0,0,0,1,0,0,0,0,0
playmate,0,0,0,0,0,0,0,0,0,0
pirate,0,0,0,0,1,1,0,0,0,0
ted,0,0,0,0,0,0,0,0,0,0
menses,0,1,0,0,0,0,0,0,0,0
secretly,0,0,0,0,0,0,0,0,0,0
dull,1,0,0,0,1,0,0,0,0,0
confound,0,0,0,0,1,0,0,0,0,0
spatula,0,0,0,0,0,0,0,0,0,0
draft,0,0,0,0,0,0,0,0,0,1
sickly,1,0,0,0,1,0,1,0,0,0
grocer,0,0,0,0,0,0,0,0,0,0
gluten,0,0,0,0,0,0,0,0,0,0
baccarat,0,0,0,0,0,0,0,0,0,0
minnow,0,0,0,0,0,0,0,0,0,0
sailor,0,0,0,0,0,0,0,0,0,0
gear,0,1,0,0,0,0,0,0,0,0
unlimited,0,1,0,0,0,0,0,0,0,0
robber,0,0,1,0,1,0,1,0,0,0
typhoon,0,0,1,0,1,0,0,0,0,0
compelling,0,1,0,0,0,0,0,0,0,0
stainless,0,1,0,0,0,0,0,0,0,0
improbable,0,0,0,0,0,0,0,0,0,0
uneventful,0,0,0,0,0,0,0,0,0,0
weir,0,0,0,0,0,0,0,0,0,0
turntable,0,0,0,0,0,0,0,0,0,0
endowment,0,1,0,0,0,0,0,1,0,0
ineligible,0,0,0,0,0,0,0,0,0,0
notification,0,0,0,0,0,0,0,0,0,1
rabble,0,0,1,0,1,1,0,0,0,0
sleek,0,1,0,0,0,0,0,0,0,0
minded,0,0,0,0,0,0,0,0,0,0
presence,0,1,0,0,0,0,0,0,0,0
shatter,1,0,1,0,1,1,0,0,1,0
formulary,0,0,0,0,0,0,0,0,0,0
lithography,0,0,0,0,0,0,0,0,0,0
acutely,0,0,0,0,0,0,0,0,0,0
fireman,0,0,0,0,0,0,0,1,0,0
glowing,0,1,0,0,0,0,0,0,0,0
omitted,0,0,0,0,0,0,0,0,0,0
jag,0,0,0,0,0,0,0,0,0,0
lass,0,0,0,0,0,0,0,0,0,0
motorbike,0,0,0,0,0,0,0,0,0,0
bourgeoisie,0,0,0,0,0,0,0,0,0,0
unofficial,0,0,0,0,1,0,0,0,0,0
dealing,0,0,0,0,0,0,0,0,0,0
decline,0,0,0,0,1,0,0,0,0,0
porn,0,0,0,0,1,0,1,0,0,0
jubilee,0,1,0,1,0,0,0,0,1,0
hilt,0,0,0,0,0,0,0,0,0,0
blackmail,0,0,1,0,1,1,0,0,0,0
bait,0,0,1,0,1,0,0,1,0,0
sill,0,0,0,0,0,0,0,0,0,0
stillness,1,1,1,0,0,0,0,0,0,0
practiced,0,1,0,1,0,0,0,1,1,0
tease,1,0,0,0,1,1,0,0,0,1
subplot,0,0,0,0,0,0,0,0,0,0
action,0,1,0,0,0,0,0,0,0,0
pin,0,0,0,0,0,0,0,0,0,0
unearned,0,0,0,0,0,0,0,0,0,0
paradoxical,0,0,0,0,0,0,0,0,0,0
scour,0,0,0,0,0,0,0,0,0,0
watch,0,0,1,0,0,0,0,0,0,1
exemplary,0,1,0,0,0,0,0,0,0,0
fern,0,0,0,0,0,0,0,0,0,0
soldier,1,1,0,0,0,1,0,0,0,0
turnpike,0,0,0,0,0,0,0,0,0,0
homeless,1,0,1,0,1,1,1,0,0,1
indent,0,0,0,0,0,0,0,1,0,0
involuntary,0,0,0,0,1,0,0,0,0,0
oneself,0,0,0,0,0,0,0,0,0,0
tiara,0,0,0,0,0,0,0,0,0,0
vascular,0,0,0,0,0,0,0,0,0,0
alfalfa,0,0,0,0,0,0,0,0,0,0
constrained,0,0,0,0,1,0,0,0,0,0
winter,0,0,0,0,0,0,0,0,0,0
chorus,0,1,0,0,0,0,0,0,0,0
impediment,0,0,0,0,0,0,0,0,0,0
cornstarch,0,0,0,0,0,0,0,0,0,0
netting,0,0,0,0,0,0,0,0,0,0
overlap,0,0,0,0,0,0,0,0,0,0
true,0,1,0,1,0,0,0,1,0,0
argument,0,0,0,0,1,1,0,0,0,0
annular,0,0,0,0,0,0,0,0,0,0
breed,0,0,0,0,0,0,0,0,0,0
ball,0,0,0,0,0,0,0,0,0,0
comical,0,0,0,0,0,0,0,0,0,0
autopsy,1,0,1,0,1,0,1,0,0,0
closeness,0,1,0,1,0,0,0,1,0,0
suckling,0,0,0,0,0,0,0,0,0,0
shackle,1,0,1,0,1,1,1,0,0,1
minutiae,0,0,0,0,0,0,0,0,0,0
floor,0,0,0,0,0,0,0,0,0,0
cheerfulness,0,1,0,1,0,0,0,1,0,1
complacent,0,0,0,0,0,0,0,0,0,0
crockery,0,0,0,0,0,0,0,0,0,0
dishonest,1,0,0,0,1,1,1,0,0,0
funnel,0,0,0,0,0,0,0,0,0,0
cosy,0,1,0,0,0,0,0,0,0,0
grim,1,0,1,0,1,1,1,0,0,1
jock,0,0,0,0,0,0,0,0,0,0
adoration,0,1,0,1,0,0,0,1,0,0
rearrange,0,0,0,0,0,0,0,0,0,0
workman,0,0,0,0,0,0,0,0,0,0
outcome,0,1,0,0,0,0,0,0,0,0
ascertain,0,0,0,0,0,0,0,0,0,0
avatar,0,1,0,0,0,0,0,0,0,0
